"submission_id","experiment_id","quantifier","trial_type","property_1","display","picture_type","condition","response","listNumber","response_3","trial_number","response_1","property_2","picture","QUANT","der","SHAPE","auf","dem","Bild","sind","CRIT_3","der2","Box","shape_1","response_2","trial_name","shape_2"
8757,58,"all",NA,NA,NA,"C","false","1",4,NA,16,NA,NA,"images/SPR/Test-3/AllFalse/4b.png","400","352","352","400","224","256","224","609",NA,NA,NA,NA,"task_three_2",NA
8757,58,"all",NA,NA,NA,"C","biased","7",4,NA,17,NA,NA,"images/SPR/Test-3/BiasedAll/4b.png","560","288","784","288","288","272","288","449",NA,NA,NA,NA,"task_three_2",NA
8757,58,"all",NA,NA,NA,"C","biased","7",4,NA,18,NA,NA,"images/SPR/Test-3/BiasedAll/4a.png","368","336","416","304","256","240","288","497",NA,NA,NA,NA,"task_three_2",NA
8757,58,"all",NA,NA,NA,"A","unbiased","7",4,NA,19,NA,NA,"images/SPR/Test-1/UnbiasedAll/4a.png","336","288","368","288","336","224","208","417",NA,NA,NA,NA,"task_three_2",NA
8757,58,"some",NA,NA,NA,"C","underspecified","3",4,NA,20,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/4a.png","272","352","320","400","240","272","272","529",NA,NA,NA,NA,"task_three_2",NA
8757,58,"some",NA,NA,NA,"B","underspecified","3",4,NA,21,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/4a.png","352","304","304","400","272","224","208","208","240","336",NA,NA,"task_three_2",NA
8757,58,"some",NA,NA,NA,"C","underspecified","3",2,NA,1,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/2a.png","368","352","336","288","240","208","384","753",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"A","unbiased","7",2,NA,2,NA,NA,"images/SPR/Test-1/UnbiasedSome/2a.png","399","272","272","304","272","240","256","657",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"B","false","1",2,NA,3,NA,NA,"images/SPR/Test-2/FalseSome/2a.png","399","272","240","320","432","304","320","288","272","304",NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"A","underspecified","3",2,NA,4,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/2b.png","672","304","336","336","272","240","224","353",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"C","underspecified","3",2,NA,5,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/2b.png","543","336","352","352","256","240","464","560",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","false","1",2,NA,6,NA,NA,"images/SPR/Test-3/AllFalse/2a.png","384","304","272","336","272","240","240","481",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"B","biased","7",2,NA,7,NA,NA,"images/SPR/Test-2/BiasedSome/2a.png","544","320","544","304","240","272","400","272","256","529",NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"B","unbiased","7",2,NA,8,NA,NA,"images/SPR/Test-2/UnbiasedSome/2b.png","448","304","384","336","288","272","304","288","320","465",NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","biased","7",2,NA,9,NA,NA,"images/SPR/Test-3/BiasedAll/2a.png","352","304","368","272","288","256","304","385",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"B","unbiased","7",2,NA,10,NA,NA,"images/SPR/Test-2/UnbiasedAll/2b.png","336","272","288","320","240","256","208","208","208","481",NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"C","biased","7",2,NA,11,NA,NA,"images/SPR/Test-3/BiasedSome/2a.png","384","352","400","288","256","224","240","241",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","biased","7",2,NA,12,NA,NA,"images/SPR/Test-3/BiasedAll/2b.png","319","272","432","272","224","240","240","449",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","unbiased","7",2,NA,13,NA,NA,"images/SPR/Test-3/UnbiasedAll/2b.png","304","320","592","224","208","224","384","641",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"A","unbiased","7",2,NA,14,NA,NA,"images/SPR/Test-1/UnbiasedAll/2b.png","368","352","432","336","288","240","352","561",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"B","unbiased","7",2,NA,15,NA,NA,"images/SPR/Test-2/UnbiasedSome/2a.png","287","336","352","256","256","240","320","288","240","384",NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","false","1",2,NA,16,NA,NA,"images/SPR/Test-3/AllFalse/2b.png","256","304","352","576","240","208","256","400",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"A","underspecified","3",2,NA,17,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/2a.png","384","320","352","320","224","224","224","465",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"A","unbiased","7",2,NA,18,NA,NA,"images/SPR/Test-1/UnbiasedSome/2b.png","384","288","432","432","272","288","320","624",NA,NA,NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"A","biased","7",2,NA,19,NA,NA,"images/SPR/Test-1/BiasedSome/2b.png","400","272","496","352","272","256","336","528",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"B","false","1",2,NA,20,NA,NA,"images/SPR/Test-2/AllFalse/2b.png","352","368","288","304","336","288","240","240","288","272",NA,NA,"task_three_3",NA
8757,58,"some",NA,NA,NA,"C","false","1",2,NA,21,NA,NA,"images/SPR/Test-3/FalseSome/2b.png","256","320","384","272","224","208","192","464",NA,NA,NA,NA,"task_three_3",NA
8757,58,"all",NA,NA,NA,"C","biased","7",1,NA,1,NA,NA,"images/SPR/Test-3/BiasedAll/1b.png","352","272","320","288","256","256","304","465",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"C","underspecified","2",1,NA,2,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/1a.png","416","256","336","288","240","224","224","385",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"C","false","1",1,NA,3,NA,NA,"images/SPR/Test-3/AllFalse/1a.png","400","240","256","336","288","224","208","433",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"C","underspecified","2",1,NA,4,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/1b.png","432","256","304","272","256","240","224","497",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"C","unbiased","7",1,NA,5,NA,NA,"images/SPR/Test-3/UnbiasedAll/1a.png","672","288","272","288","256","208","208","385",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"B","biased","7",1,NA,6,NA,NA,"images/SPR/Test-2/BiasedAll/1b.png","400","272","352","240","208","208","256","224","224","257",NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"A","unbiased","7",1,NA,7,NA,NA,"images/SPR/Test-1/UnbiasedAll/1a.png","303","272","256","288","256","256","208","385",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"A","biased","7",1,NA,8,NA,NA,"images/SPR/Test-1/BiasedAll/1a.png","320","320","320","272","224","240","224","225",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"A","unbiased","7",1,NA,9,NA,NA,"images/SPR/Test-1/UnbiasedAll/1b.png","288","256","272","224","224","208","240","529",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"B","biased","7",1,NA,10,NA,NA,"images/SPR/Test-2/BiasedAll/1a.png","304","256","384","272","288","240","240","256","240","209",NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"C","unbiased","4",1,NA,11,NA,NA,"images/SPR/Test-3/UnbiasedSome/1a.png","239","384","352","336","256","224","224","2049",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"B","biased","7",1,NA,12,NA,NA,"images/SPR/Test-2/BiasedSome/1b.png","367","400","432","368","224","240","224","272","240","272",NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"C","biased","7",1,NA,13,NA,NA,"images/SPR/Test-3/BiasedSome/1a.png","384","288","464","288","256","224","272","368",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"A","underspecified","7",1,NA,14,NA,NA,"images/SPR/Test-1/UnderspecifiedSome/1a.png","463","256","368","304","256","256","368","401",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"C","false","1",1,NA,15,NA,NA,"images/SPR/Test-3/AllFalse/1b.png","287","304","336","288","272","225","223","417",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"A","unbiased","7",1,NA,16,NA,NA,"images/SPR/Test-1/UnbiasedSome/1a.png","320","272","288","256","208","176","336","401",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"B","false","1",1,NA,17,NA,NA,"images/SPR/Test-2/AllFalse/1a.png","368","272","368","320","208","192","208","224","384","241",NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"A","false","1",1,NA,18,NA,NA,"images/SPR/Test-1/FalseSome/1a.png","352","320","368","336","256","224","272","833",NA,NA,NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"B","underspecified","2",1,NA,19,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/1b.png","464","240","464","240","224","224","256","288","256","513",NA,NA,"task_three_4",NA
8757,58,"some",NA,NA,NA,"C","false","1",1,NA,20,NA,NA,"images/SPR/Test-3/FalseSome/1b.png","271","272","304","272","224","240","224","369",NA,NA,NA,NA,"task_three_4",NA
8757,58,"all",NA,NA,NA,"A","false","1",1,NA,21,NA,NA,"images/SPR/Test-1/AllFalse/1b.png","624","272","432","288","256","272","288","704",NA,NA,NA,NA,"task_three_4",NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"blau",NA,NA,1,NA,NA,"images/Color-test/Colortest13.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"gelb",NA,NA,2,NA,NA,"images/Color-test/Colortest24.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"gelb",NA,NA,3,NA,NA,"images/Color-test/Colortest31.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"orange",NA,NA,4,NA,NA,"images/Color-test/Colortest19.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"grün",NA,NA,5,NA,NA,"images/Color-test/Colortest23.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"grün",NA,NA,6,NA,NA,"images/Color-test/Colortest35.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"orange",NA,NA,7,NA,NA,"images/Color-test/Colortest21.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"blau",NA,NA,8,NA,NA,"images/Color-test/Colortest25.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"orange",NA,NA,9,NA,NA,"images/Color-test/Colortest33.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"gelb",NA,NA,10,NA,NA,"images/Color-test/Colortest17.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"grün",NA,NA,11,NA,NA,"images/Color-test/Colortest16.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"color_test_dropdown",NA,NA,NA,NA,"blau",NA,NA,12,NA,NA,"images/Color-test/Colortest29.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8756,58,NA,"dropdown_sentence_completion",NA,"2-hetero","B",NA,NA,1,"in",1,"Einige",NA,"images/Production/Test-2/2-heterogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate",NA,NA
8756,58,NA,"dropdown_sentence_completion",NA,"1-homo-1-hetero","C",NA,NA,1,"groß",2,"Alle",NA,"images/Production/Test-3/1-homogeneous-1-heterogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate",NA,NA
8756,58,NA,"dropdown_sentence_completion",NA,"2-homo","A",NA,NA,1,"blau",3,"Alle",NA,"images/Production/Test-1/2-homogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate",NA,NA
8756,58,NA,"dropdown_sentence_completion","klein","2-homo","C",NA,NA,3,"klein",1,"Alle","klein","images/Production/Test-3/2-homogeneous/3b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Kreise",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","blau","2-homo","A",NA,NA,3,"gelb",2,"Alle","gelb","images/Production/Test-1/2-homogeneous/3a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Kreise",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","C",NA,NA,3,"groß",3,"Einige","mixed","images/Production/Test-3/2-heterogeneous/3a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","orange","2-homo","A",NA,NA,3,"gelb",4,"Alle","gelb","images/Production/Test-1/2-homogeneous/3c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Dreiecke",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","A",NA,NA,3,"blau",5,"Alle","mixed","images/Production/Test-1/2-heterogeneous/3b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","grün","2-homo","A",NA,NA,3,"orange",6,"Alle","orange","images/Production/Test-1/2-homogeneous/3b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","in","2-homo","B",NA,NA,3,"in",7,"Alle","neben","images/Production/Test-2/2-homogeneous/3a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Quadrate",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","mixed","1-homo-1-hetero","C",NA,NA,3,"klein",8,"Einige","klein","images/Production/Test-3/1-homogeneous-1-heterogeneous/3b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Kreise",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","mixed","1-homo-1-hetero","C",NA,NA,3,"groß",9,"Alle","groß","images/Production/Test-3/1-homogeneous-1-heterogeneous/3a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Dreiecke",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","grün","1-homo-1-hetero","A",NA,NA,1,"gelb",1,"Einige","mixed","images/Production/Test-1/1-homogeneous-1-heterogeneous/1b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Dreiecke",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","gelb","2-homo","A",NA,NA,1,"blau",2,"Alle","blau","images/Production/Test-1/2-homogeneous/1b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","A",NA,NA,1,"orange",3,"Einige","mixed","images/Production/Test-1/2-heterogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Kreise",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","grün","1-homo-1-hetero","A",NA,NA,1,"grün",4,"Einige","mixed","images/Production/Test-1/1-homogeneous-1-heterogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Kreise",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","mixed","1-homo-1-hetero","B",NA,NA,1,"neben",5,"Einige","in","images/Production/Test-2/1-homogeneous-1-heterogeneous/1a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","klein","2-homo","C",NA,NA,1,"klein",6,"Alle","klein","images/Production/Test-3/2-homogeneous/1b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Quadrate",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","mixed","1-homo-1-hetero","C",NA,NA,1,"groß",7,"Alle","groß","images/Production/Test-3/1-homogeneous-1-heterogeneous/1c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Kreise",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","in","2-homo","B",NA,NA,1,"neben",8,"Alle","neben","images/Production/Test-2/2-homogeneous/1b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","groß","2-homo","C",NA,NA,1,"klein",9,"Alle","klein","images/Production/Test-3/2-homogeneous/1c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Kreise",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","mixed","1-homo-1-hetero","B",NA,NA,2,"neben",1,"Alle","neben","images/Production/Test-2/1-homogeneous-1-heterogeneous/2b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","C",NA,NA,2,"groß",2,"Einige","mixed","images/Production/Test-3/2-heterogeneous/2a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Dreiecke",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","in","2-homo","B",NA,NA,2,"in",3,"Alle","neben","images/Production/Test-2/2-homogeneous/2b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Quadrate",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","A",NA,NA,2,"orange",4,"Einige","mixed","images/Production/Test-1/2-heterogeneous/2c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Kreise",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","C",NA,NA,2,"groß",5,"Einige","mixed","images/Production/Test-3/2-heterogeneous/2c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Quadrate",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","mixed","2-hetero","B",NA,NA,2,"neben",6,"Einige","mixed","images/Production/Test-2/2-heterogeneous/2b.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreise","Kreise",NA,"Quadrate"
8756,58,NA,"dropdown_sentence_completion","in","2-homo","B",NA,NA,2,"in",7,"Alle","neben","images/Production/Test-2/2-homogeneous/2a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Quadrate",NA,"Kreise"
8756,58,NA,"dropdown_sentence_completion","neben","1-homo-1-hetero","B",NA,NA,2,"neben",8,"Einige","mixed","images/Production/Test-2/1-homogeneous-1-heterogeneous/2c.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quadrate","Dreiecke",NA,"Dreiecke"
8756,58,NA,"dropdown_sentence_completion","in","1-homo-1-hetero","B",NA,NA,2,"in",9,"Alle","mixed","images/Production/Test-2/1-homogeneous-1-heterogeneous/2a.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dreiecke","Dreiecke",NA,"Quadrate"
8756,58,"some",NA,NA,NA,"B","biased","4",1,NA,1,NA,NA,"images/SPR/Test-2/BiasedSome/1a.png","2988","800","1088","528","480","497","687","624","575","756",NA,NA,"practice_task_three",NA
8756,58,"all",NA,NA,NA,"A","unbiased","7",1,NA,2,NA,NA,"images/SPR/Test-1/UnbiasedAll/1a.png","1424","624","1056","432","368","479","433","545",NA,NA,NA,NA,"practice_task_three",NA
8756,58,"some",NA,NA,NA,"C","unbiased","7",1,NA,3,NA,NA,"images/SPR/Test-3/UnbiasedSome/1a.png","623","384","495","497","575","385","432","593",NA,NA,NA,NA,"practice_task_three",NA
8756,58,"some",NA,NA,NA,"A","biased","5",4,NA,1,NA,NA,"images/SPR/Test-1/BiasedSome/4a.png","973","480","785","495","352","432","625","1726",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"A","unbiased","7",4,NA,2,NA,NA,"images/SPR/Test-1/UnbiasedAll/4a.png","751","480","737","448","416","400","656","753",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"C","false","1",4,NA,3,NA,NA,"images/SPR/Test-3/FalseSome/4b.png","464","416","352","911","384","529","447","706",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"A","unbiased","7",4,NA,4,NA,NA,"images/SPR/Test-1/UnbiasedAll/4b.png","1231","560","2096","575","417","463","481","625",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"B","false","1",4,NA,5,NA,NA,"images/SPR/Test-2/FalseSome/4a.png","688","383","1009","432","351","416","496","368","400","881",NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"B","unbiased","7",4,NA,6,NA,NA,"images/SPR/Test-2/UnbiasedAll/4a.png","639","529","895","497","559","465","432","656","559","626",NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"B","false","1",4,NA,7,NA,NA,"images/SPR/Test-2/AllFalse/4b.png","1025","511","1057","352","464","592","447","465","383","818",NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"C","unbiased","7",4,NA,8,NA,NA,"images/SPR/Test-3/UnbiasedSome/4a.png","430","417","927","369","320","415","449","482",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"C","biased","7",4,NA,9,NA,NA,"images/SPR/Test-3/BiasedAll/4a.png","478","401","607","401","336","432","432","514",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"B","biased","1",4,NA,10,NA,NA,"images/SPR/Test-2/BiasedAll/4b.png","431","367","881","288","288","400","400","608","400","465",NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"B","underspecified","6",4,NA,11,NA,NA,"images/SPR/Test-2/UnderspecifiedSome/4b.png","942","529","735","385","352","320","320","351","400","1779",NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"C","biased","7",4,NA,12,NA,NA,"images/SPR/Test-3/BiasedAll/4b.png","591","384","1024","320","367","336","417","1057",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"C","unbiased","7",4,NA,13,NA,NA,"images/SPR/Test-3/UnbiasedAll/4a.png","512","383","321","544","383","289","336","1281",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"A","false","7",4,NA,14,NA,NA,"images/SPR/Test-1/AllFalse/4a.png","464","432","497","528","479","944","432","418",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"B","biased","7",4,NA,15,NA,NA,"images/SPR/Test-2/BiasedAll/4a.png","576","480","432","464","287","320","465","479","369","993",NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"C","false","5",4,NA,16,NA,NA,"images/SPR/Test-3/FalseSome/4a.png","656","480","1952","352","320","352","528","1281",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"A","false","1",4,NA,17,NA,NA,"images/SPR/Test-1/FalseSome/4b.png","655","432","896","352","368","465","433","944",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"A","unbiased","7",4,NA,18,NA,NA,"images/SPR/Test-1/UnbiasedSome/4a.png","720","432","432","640","512","400","431","722",NA,NA,NA,NA,"task_three_1",NA
8756,58,"all",NA,NA,NA,"B","false","1",4,NA,19,NA,NA,"images/SPR/Test-2/AllFalse/4a.png","479","448","641","415","336","848","433","351","273","593",NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"C","underspecified","5",4,NA,20,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/4b.png","814","640","1233","400","352","383","320","465",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"A","unbiased","6",4,NA,21,NA,NA,"images/SPR/Test-1/UnbiasedSome/4b.png","655","449","943","416","609","864","527","834",NA,NA,NA,NA,"task_three_1",NA
8756,58,"some",NA,NA,NA,"B","biased","7",1,NA,1,NA,NA,"images/SPR/Test-2/BiasedSome/1a.png","624","544","927","336","353","367","352","673","607","514",NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"C","false","1",1,NA,2,NA,NA,"images/SPR/Test-3/FalseSome/1a.png","592","416","1088","288","255","225","448","352",NA,NA,NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"A","false","1",1,NA,3,NA,NA,"images/SPR/Test-1/FalseSome/1b.png","559","528","913","528","447","1505","415","791",NA,NA,NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"C","biased","7",1,NA,4,NA,NA,"images/SPR/Test-3/BiasedSome/1a.png","624","479","817","320","352","367","416","787",NA,NA,NA,NA,"task_three_2",NA
8756,58,"all",NA,NA,NA,"C","false","2",1,NA,5,NA,NA,"images/SPR/Test-3/AllFalse/1b.png","736","896","687","432","321","336","351","820",NA,NA,NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"C","unbiased","7",1,NA,6,NA,NA,"images/SPR/Test-3/UnbiasedSome/1a.png","685","417","366","482","399","369","383","962",NA,NA,NA,NA,"task_three_2",NA
8756,58,"all",NA,NA,NA,"A","biased","7",1,NA,7,NA,NA,"images/SPR/Test-1/BiasedAll/1a.png","703","704","769","448","528","304","304","497",NA,NA,NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"C","underspecified","3",1,NA,8,NA,NA,"images/SPR/Test-3/UnderspecifiedSome/1b.png","720","383","1105","463","352","225","383","610",NA,NA,NA,NA,"task_three_2",NA
8756,58,"all",NA,NA,NA,"B","unbiased","7",1,NA,9,NA,NA,"images/SPR/Test-2/UnbiasedAll/1b.png","496","400","640","336","367","338","543","448","303","354",NA,NA,"task_three_2",NA
8756,58,"all",NA,NA,NA,"B","false","1",1,NA,10,NA,NA,"images/SPR/Test-2/AllFalse/1b.png","815","832","1328","463","528","465","447","465","495","546",NA,NA,"task_three_2",NA
8756,58,"some",NA,NA,NA,"A","unbiased","7",1,NA,11,NA,NA,"images/SPR/Test-1/UnbiasedSome/1a.png","751","464","1969","544","528","432","383","691",NA,NA,NA,NA,"task_three_2",NA
8756,58,"all",NA,NA,NA,"C","false","3",1,NA,12,NA,NA,"images/SPR/Test-3/AllFalse/1a.png","639","657","703","385","352","319","337","881",NA,NA,NA,NA,"task_three_2",NA
